Rank,Pokemon,Usage %   ,Raw,%       ,Real,%       
507,Brionne,0.00%,1,0.00%,1,0.00%
508,Lileep,0.00%,1,0.00%,1,0.00%
509,Gloom,0.00%,1,0.00%,1,0.00%
510,Fletchinder,0.00%,1,0.00%,0,0.00%
511,Bronzor,0.00%,1,0.00%,1,0.00%
512,Roggenrola,0.00%,1,0.00%,0,0.00%
513,Sneasel,0.00%,1,0.00%,1,0.00%
514,Squirtle,0.00%,1,0.00%,1,0.00%
515,Gossifleur,0.00%,1,0.00%,1,0.00%
516,Porygon,0.00%,1,0.00%,1,0.00%
517,Nidorino,0.00%,1,0.00%,1,0.00%
518,Ponyta,0.00%,1,0.00%,1,0.00%
519,Mudbray,0.00%,1,0.00%,1,0.00%
520,Wooper,0.00%,1,0.00%,1,0.00%
521,Wynaut,0.00%,1,0.00%,1,0.00%
522,Nincada,0.00%,1,0.00%,1,0.00%
523,Sealeo,0.00%,1,0.00%,1,0.00%
524,Shelmet,0.00%,1,0.00%,1,0.00%
525,Yamper,0.00%,1,0.00%,1,0.00%
526,Silvally-Dark,0.00%,1,0.00%,1,0.00%
527,Clauncher,0.00%,1,0.00%,1,0.00%
528,Goldeen,0.00%,1,0.00%,0,0.00%
529,Charmander,0.00%,1,0.00%,0,0.00%
530,Snorunt,0.00%,1,0.00%,1,0.00%
531,Lombre,0.00%,1,0.00%,1,0.00%
532,Yamask,0.00%,1,0.00%,1,0.00%
533,Beldum,0.00%,1,0.00%,1,0.00%
534,Skorupi,0.00%,1,0.00%,1,0.00%
535,Abra,0.00%,1,0.00%,0,0.00%
536,Remoraid,0.00%,1,0.00%,0,0.00%
